customer_sk,first_name,last_name,gender,Loyality,Age
3303,Susan,Hill,Female,Bronze,28
3304,Kevin,Rodriguez,Male,Gold,18
3305,Deborah,Hernandez,Female,Silver,18
3306,Ronald,Smith,Male,Bronze,20
3307,Jessica,Green,Female,Gold,19
3308,Matthew,Sanchez,Male,Gold,42
3309,Rebecca,Allen,Female,None,28
3310,Stephanie,Gomez,Female,Silver,24
3311,Karen,White,Female,Bronze,19
3312,Christopher,Smith,Male,Gold,21
3313,David,Thomas,Male,Bronze,29
3314,Nancy,Jackson,Female,Silver,27
3315,Jason,Gonzales,Male,Silver,43
3316,Larry,Lopez,Male,Gold,28
3317,Deborah,Diaz,Female,Bronze,30
3318,Susan,Roberts,Female,None,48
3319,Shirley,Ramirez,Female,Silver,30
3320,Deborah,Phillips,Female,Gold,43
3321,Laura,Sanchez,Female,Gold,31
3322,Daniel,Rivera,Male,Gold,51
3323,Jennifer,Clark,Female,Gold,44
3324,James,Green,Male,Platinum,33
3325,Angela,Campbell,Female,Platinum,46
3326,Samantha,Young,Female,Silver,26
3327,Lisa,White,Female,Gold,35
3328,Margaret,Smith,Female,Silver,27
3329,Robert,Young,Male,Bronze,41
3330,Edward,Scott,Male,Gold,20
3331,Emily,Wright,Female,Gold,41
3332,Samantha,Diaz,Female,Bronze,51
3333,Kimberly,Davis,Female,Gold,22
3334,Sarah,Hill,Female,Bronze,48
3335,Nicholas,Wilson,Male,Bronze,43
3336,Donald,King,Male,Bronze,48
3337,Lisa,Edwards,Female,Silver,41
3338,Larry,Gonzales,Male,Silver,20
3339,Andrew,Garcia,Male,Gold,74
3340,Sharon,Reyes,Female,Platinum,47
3341,Shirley,Flores,Female,Silver,27
3342,Margaret,Rodriguez,Female,Gold,28
3343,William,Jackson,Male,Gold,31
3344,Mary,Hernandez,Female,Bronze,36
3345,Charles,Nelson,Male,Bronze,48
3346,David,Ramirez,Male,Bronze,32
3347,Sarah,Perez,Female,Gold,20
3348,Barbara,White,Female,Bronze,51
3349,Richard,Wright,Male,Bronze,19
3350,Nancy,Moore,Female,Silver,25
3351,Sharon,Ramirez,Female,Silver,38
3352,Justin,Nelson,Male,Platinum,32
3353,Joseph,Young,Male,Silver,61
3354,David,Edwards,Male,Bronze,30
3355,Anthony,Wright,Male,Platinum,26
3356,Brian,Williams,Male,Silver,31
3357,Linda,Phillips,Female,Silver,66
3358,Karen,Scott,Female,Silver,33
3359,Sharon,Young,Female,Gold,40
3360,Angela,Harris,Female,Platinum,30
3361,Ronald,Brown,Male,Bronze,44
3362,Mary,Cruz,Female,Bronze,43
3363,Scott,Young,Male,Gold,26
3364,Mark,Phillips,Male,Bronze,28
3365,David,Parker,Male,None,22
3366,Jason,Gonzales,Male,Bronze,25
3367,Kathleen,Taylor,Female,Platinum,49
3368,Scott,Nelson,Male,Gold,23
3369,Sharon,Nelson,Female,Bronze,22
3370,Kevin,Torres,Male,Silver,28
3371,Dorothy,Campbell,Female,Silver,45
3372,Jason,Rivera,Male,Platinum,55
3373,Amanda,Hernandez,Female,Gold,42
3374,Sharon,Clark,Female,Silver,22
3375,Jason,Harris,Male,Gold,26
3376,Mark,Adams,Male,Bronze,33
3377,Stephen,Mitchell,Male,Gold,18
3378,Amy,Taylor,Female,Platinum,23
3379,Elizabeth,Jackson,Female,Bronze,34
3380,Andrew,Turner,Male,None,27
3381,Sharon,Brown,Female,Platinum,29
3382,Kevin,Scott,Male,Bronze,29
3383,Jason,Baker,Male,Bronze,33
3384,Melissa,Evans,Female,Platinum,42
3385,Patricia,King,Female,Bronze,41
3386,Rebecca,Phillips,Female,Silver,40
3387,Jonathan,Ramirez,Male,Bronze,20
3388,Emily,Hernandez,Female,Platinum,34
3389,Brian,Sanchez,Male,None,26
3390,Samantha,Wilson,Female,Silver,24
3391,Ronald,Martin,Male,Bronze,37
3392,Mark,Nguyen,Male,Gold,43
3393,Anthony,Young,Male,Silver,25
3394,James,Miller,Male,Platinum,31
3395,Timothy,Brown,Male,Bronze,31
3396,Brenda,Harris,Female,Bronze,35
3397,Ryan,Jackson,Male,Gold,42
3398,George,Ramirez,Male,Gold,26
3399,Ronald,Walker,Male,Platinum,26
3400,Anna,Nelson,Female,Silver,52
3401,Brian,Perez,Male,Bronze,25
3402,Ryan,Gonzales,Male,Silver,54
3403,Carol,Turner,Female,Bronze,29
3404,Andrew,Ramirez,Male,Platinum,41
3405,Michael,Garcia,Male,Bronze,31
3406,Timothy,Davis,Male,Gold,48
3407,Timothy,Thomas,Male,Silver,42
3408,Amanda,Williams,Female,Bronze,32
3409,Nancy,Davis,Female,Gold,45
3410,Joshua,Edwards,Male,Bronze,19
3411,Stephanie,Allen,Female,Gold,32
3412,Kimberly,Gomez,Female,Bronze,28
3413,Jacob,Robinson,Male,Bronze,63
3414,George,Lopez,Male,Bronze,20
3415,Nicholas,Carter,Male,Silver,31
3416,James,Hill,Male,Gold,44
3417,Richard,Roberts,Male,Gold,19
3418,Brian,Rivera,Male,Platinum,61
3419,Margaret,Roberts,Female,Gold,73
3420,Robert,Edwards,Male,Bronze,59
3421,Barbara,White,Female,Platinum,37
3422,Ashley,Martin,Female,Gold,48
3423,Brian,Hill,Male,Bronze,39
3424,Benjamin,Hernandez,Male,Silver,37
3425,Jessica,Campbell,Female,Silver,80
3426,Nicholas,Gonzales,Male,Platinum,76
3427,Nancy,Torres,Female,Gold,26
3428,Scott,Davis,Male,None,70
3429,Matthew,Carter,Male,Gold,75
3430,Carol,Anderson,Female,Gold,27
3431,Linda,Williams,Female,Gold,62
3432,Amanda,Hall,Female,Silver,26
3433,John,Wilson,Male,Silver,33
3434,Brenda,Wright,Female,Platinum,40
3435,Michelle,Parker,Female,Silver,37
3436,Samantha,Jackson,Female,Silver,43
3437,Larry,Jones,Male,Gold,32
3438,Margaret,Nelson,Female,Bronze,43
3439,Samantha,Baker,Female,Silver,33
3440,Michael,Wright,Male,Gold,31
3441,Jeffrey,Phillips,Male,Gold,33
3442,Richard,Jones,Male,Silver,35
3443,Daniel,Smith,Male,Silver,23
3444,Kimberly,Jones,Female,Silver,51
3445,Jessica,Williams,Female,Gold,25
3446,Emma,Thompson,Female,Silver,58
3447,John,Perez,Male,Silver,36
3448,Michelle,Hall,Female,Bronze,24
3449,Elizabeth,Roberts,Female,Bronze,52
3450,Anthony,Allen,Male,Silver,36
3451,Robert,Hill,Male,Bronze,34
3452,Lisa,Smith,Female,Bronze,18
3453,Nicholas,Taylor,Male,Gold,41
3454,Sarah,Miller,Female,Gold,40
3455,Daniel,Lee,Male,Gold,26
3456,Jessica,Ramirez,Female,Gold,30
3457,Jonathan,Wilson,Male,Bronze,33
3458,Justin,Collins,Male,Silver,26
3459,Anna,Carter,Female,Silver,38
3460,Jessica,Lewis,Female,Gold,44
3461,Amy,Rodriguez,Female,Gold,29
3462,Angela,Nguyen,Female,Gold,28
3463,Shirley,Hall,Female,Gold,19
3464,Emily,Thompson,Female,Bronze,61
3465,Daniel,Jackson,Male,Gold,39
3466,Christopher,Smith,Male,Platinum,38
3467,Timothy,Robinson,Male,Silver,23
3468,Shirley,Sanchez,Female,Bronze,30
3469,Jason,Martin,Male,Silver,24
3470,Patricia,Harris,Female,Bronze,31
3471,Kevin,Wright,Male,Gold,21
3472,Andrew,King,Male,Silver,38
3473,Richard,Harris,Male,Silver,32
3474,Stephanie,Young,Female,Silver,34
3475,Susan,Brown,Female,Gold,40
3476,George,Jones,Male,Gold,38
3477,Brian,Turner,Male,Bronze,37
3478,Scott,Williams,Male,Bronze,34
3479,Joshua,Thompson,Male,Gold,23
3480,Anthony,Ramirez,Male,Gold,30
3481,Charles,Green,Male,Gold,44
3482,Ashley,Williams,Female,Silver,43
3483,Lisa,Turner,Female,Silver,35
3484,Anna,Perez,Female,Gold,32
3485,Samantha,Turner,Female,Silver,65
3486,Barbara,White,Female,Silver,22
3487,Ronald,Allen,Male,Gold,39
3488,Margaret,Nguyen,Female,Bronze,35
3489,Mary,Hill,Female,Silver,40
3490,Stephanie,Clark,Female,Gold,26
3491,Justin,Nguyen,Male,Bronze,36
3492,Dorothy,Ramirez,Female,Bronze,55
3493,Scott,Clark,Male,Bronze,43
3494,Emma,Sanchez,Female,Silver,58
3495,Daniel,Scott,Male,Silver,38
3496,Michael,Cruz,Male,Platinum,35
3497,Emma,Nguyen,Female,Silver,30
3498,Mark,Reyes,Male,Gold,31
3499,Joseph,Wilson,Male,Bronze,37
3500,Elizabeth,Baker,Female,Silver,24
3501,Matthew,Sanchez,Male,Silver,19
3502,Emma,Hill,Female,Platinum,33
3503,Karen,Flores,Female,Bronze,42
3504,Donna,Rodriguez,Female,Bronze,21
3505,Gary,Martin,Male,Gold,25
3506,Deborah,Hernandez,Female,Gold,22
3507,Nancy,Harris,Female,Gold,53
3508,Thomas,Jones,Male,Gold,38
3509,Emily,Phillips,Female,Gold,34
3510,Melissa,Hernandez,Female,Platinum,28
3511,George,Ramirez,Male,Silver,44
3512,Melissa,Thompson,Female,Gold,40
3513,Matthew,Parker,Male,Silver,78
3514,Melissa,Mitchell,Female,Gold,51
3515,Amy,Moore,Female,Bronze,30
3516,Anna,Reyes,Female,Gold,42
3517,Paul,Roberts,Male,Gold,20
3518,Melissa,White,Female,Gold,27
3519,Daniel,Parker,Male,Silver,83
3520,Emily,Walker,Female,Silver,24
3521,Emily,Walker,Female,Silver,35
3522,Ashley,Miller,Female,Platinum,30
3523,Nicholas,Wright,Male,Gold,18
3524,Ronald,Moore,Male,Gold,45
3525,Timothy,Evans,Male,Gold,38
3526,Mark,Gomez,Male,Gold,41
3527,Brian,Mitchell,Male,Gold,44
3528,Laura,Clark,Female,Bronze,29
3529,Donna,Taylor,Female,Platinum,31
3530,Christopher,Martinez,Male,Platinum,25
3531,Jennifer,Torres,Female,Gold,31
3532,Emma,Young,Female,Gold,41
3533,James,Taylor,Male,Platinum,50
3534,Emma,Diaz,Female,Platinum,43
3535,Margaret,Jackson,Female,Gold,43
3536,Mary,Martinez,Female,Bronze,30
3537,Andrew,Green,Male,Bronze,19
3538,Rebecca,Jones,Female,Platinum,43
3539,Barbara,Young,Female,None,68
3540,Jacob,White,Male,Bronze,59
3541,Larry,Wright,Male,Gold,43
3542,Kathleen,Perez,Female,Gold,38
3543,Michelle,Robinson,Female,Gold,21
3544,Lisa,White,Female,Bronze,42
3545,Steven,Reyes,Male,Platinum,28
3546,Edward,Collins,Male,Silver,45
3547,Kevin,Baker,Male,Bronze,36
3548,Jeffrey,Ramirez,Male,Gold,54
3549,Patricia,Martin,Female,Bronze,46
3550,Jennifer,Gomez,Female,Gold,46
3551,Amy,Williams,Female,Platinum,44
3552,Kenneth,Martin,Male,Bronze,28
3553,Laura,Harris,Female,Silver,29
3554,Justin,White,Male,Bronze,22
3555,Nicholas,Adams,Male,Bronze,40
3556,Laura,Wilson,Female,Silver,43
3557,Stephen,Ramirez,Male,Gold,44
3558,Kimberly,Phillips,Female,Bronze,38
3559,Barbara,Allen,Female,Gold,22
3560,Kathleen,Martinez,Female,Gold,38
3561,Patricia,Edwards,Female,Silver,19
3562,Michelle,Miller,Female,Gold,45
3563,Nicholas,Perez,Male,Bronze,24
3564,Carol,Garcia,Female,Silver,49
3565,Kimberly,Johnson,Female,Bronze,72
3566,Jason,Hill,Male,Gold,38
3567,Robert,Reyes,Male,Gold,44
3568,Joseph,Rivera,Male,Bronze,21
3569,Nancy,Moore,Female,Platinum,28
3570,Ashley,White,Female,Bronze,21
3571,Larry,Williams,Male,Gold,19
3572,Samantha,Reyes,Female,Bronze,44
3573,Christopher,Baker,Male,Gold,37
3574,Kevin,Turner,Male,Bronze,25
3575,Paul,Parker,Male,Silver,44
3576,Gary,Rodriguez,Male,Silver,48
3577,Scott,Collins,Male,Silver,25
3578,Sandra,Edwards,Female,Silver,18
3579,Sharon,Lee,Female,Platinum,20
3580,Jason,Jackson,Male,Silver,37
3581,Larry,Davis,Male,Gold,51
3582,Richard,Gonzales,Male,Gold,18
3583,Jennifer,Harris,Female,Gold,22
3584,Michael,Garcia,Male,Gold,26
3585,Susan,Roberts,Female,Silver,33
3586,Angela,Edwards,Female,Gold,44
3587,Melissa,Evans,Female,Bronze,35
3588,Michael,Lee,Male,Gold,47
3589,Sharon,Phillips,Female,Bronze,20
3590,Matthew,Jackson,Male,Platinum,38
3591,Kathleen,Mitchell,Female,Silver,37
3592,Amy,Edwards,Female,Gold,79
3593,Laura,Diaz,Female,Gold,40
3594,Stephanie,Hernandez,Female,Gold,18
3595,Karen,White,Female,Silver,45
3596,Ryan,Lewis,Male,Silver,41
3597,John,Williams,Male,Platinum,80
3598,Kathleen,Johnson,Female,Silver,29
3599,Joshua,Phillips,Male,Bronze,32
3600,Joshua,Garcia,Male,Gold,68
3601,Donna,Lopez,Female,Gold,22
3602,Nancy,Nguyen,Female,Silver,65
3603,Kenneth,Nelson,Male,None,59
3604,Barbara,Thompson,Female,Bronze,24
3605,Edward,Baker,Male,Gold,23
3606,Joshua,Adams,Male,Gold,28
3607,Richard,Nguyen,Male,Gold,20
3608,Linda,White,Female,Bronze,51
3609,Paul,Brown,Male,Bronze,33
3610,Patricia,Campbell,Female,Silver,37
3611,Daniel,Turner,Male,Bronze,32
3612,Paul,Martinez,Male,Bronze,36
3613,Jacob,Martinez,Male,Bronze,27
3614,Jennifer,Thompson,Female,Gold,51
3615,Charles,Davis,Male,Bronze,26
3616,Timothy,Diaz,Male,Silver,42
3617,Paul,Carter,Male,Gold,35
3618,Kenneth,King,Male,Gold,29
3619,Betty,Gonzales,Female,Gold,42
3620,Jeffrey,Hall,Male,Gold,19
3621,Andrew,Carter,Male,Silver,42
3622,Charles,White,Male,Silver,22
3623,Charles,Gonzales,Male,Gold,30
3624,Stephen,Turner,Male,Gold,46
3625,David,Campbell,Male,Gold,43
3626,Jacob,Thompson,Male,Bronze,38
3627,Ashley,Rodriguez,Female,Platinum,37
3628,Carol,Turner,Female,Gold,19
3629,Betty,Garcia,Female,Gold,31
3630,Deborah,Rivera,Female,Silver,54
3631,Lisa,Smith,Female,Gold,19
3632,Linda,Edwards,Female,Platinum,53
3633,Jeffrey,Garcia,Male,Bronze,21
3634,Laura,Clark,Female,Bronze,19
3635,Anna,Rivera,Female,Platinum,42
3636,Deborah,Moore,Female,Platinum,26
3637,James,Taylor,Male,Silver,36
3638,George,Johnson,Male,Bronze,18
3639,Dorothy,Anderson,Female,Gold,30
3640,Margaret,Turner,Female,Gold,39
3641,Daniel,Ramirez,Male,Gold,21
3642,Timothy,Clark,Male,Bronze,23
3643,Jason,Wright,Male,Silver,51
3644,Anna,Scott,Female,Gold,25
3645,Justin,Carter,Male,Bronze,79
3646,Patricia,Lee,Female,None,20
3647,Sharon,Martin,Female,Silver,25
3648,Jonathan,Parker,Male,Bronze,37
3649,Shirley,Baker,Female,Bronze,43
3650,Shirley,Gomez,Female,Bronze,35
3651,Jennifer,Lewis,Female,Platinum,18
3652,Elizabeth,Campbell,Female,Gold,30
3653,Sarah,Davis,Female,Gold,38
3654,Linda,Hill,Female,Platinum,46
3655,Lisa,Martinez,Female,Platinum,28
3656,Nicole,Walker,Female,Gold,20
3657,Daniel,King,Male,Silver,18
3658,Charles,Moore,Male,Silver,40
3659,Patricia,Gonzales,Female,Platinum,53
3660,Stephanie,Thomas,Female,Platinum,28
3661,Laura,Evans,Female,Gold,67
3662,Patricia,Brown,Female,Gold,46
3663,Edward,Wright,Male,Platinum,21
3664,Christopher,Phillips,Male,Gold,22
3665,James,Parker,Male,Gold,18
3666,Anna,Wilson,Female,Silver,26
3667,Carol,Adams,Female,Bronze,43
3668,Shirley,Hill,Female,Silver,43
3669,Linda,Moore,Female,Silver,43
3670,Donna,Williams,Female,Platinum,27
3671,Scott,Miller,Male,Platinum,41
3672,Kimberly,Wilson,Female,Gold,41
3673,Ashley,Garcia,Female,Bronze,23
3674,Brenda,Anderson,Female,Bronze,19
3675,George,Parker,Male,Bronze,54
3676,Kimberly,Scott,Female,Silver,29
3677,Elizabeth,Lee,Female,Gold,18
3678,Charles,Roberts,Male,Platinum,53
3679,Kimberly,Sanchez,Female,Gold,23
3680,Larry,Gonzales,Male,Bronze,38
3681,Brian,Wilson,Male,Gold,49
3682,Margaret,Davis,Female,Platinum,37
3683,Kevin,Jones,Male,Silver,22
3684,Joseph,Allen,Male,Silver,27
3685,Linda,Baker,Female,Bronze,31
3686,George,Robinson,Male,Bronze,44
3687,Ryan,Harris,Male,Gold,34
3688,Matthew,Martinez,Male,Gold,33
3689,Ryan,Lewis,Male,Silver,38
3690,Brian,Wright,Male,Gold,48
3691,Charles,Collins,Male,Gold,23
3692,Mary,Green,Female,Silver,52
3693,George,Martinez,Male,Bronze,32
3694,Susan,Reyes,Female,Bronze,42
3695,Kathleen,Perez,Female,Bronze,38
3696,Robert,Gomez,Male,None,26
3697,John,Wilson,Male,Bronze,48
3698,Nicole,Young,Female,Gold,42
3699,Shirley,Young,Female,Gold,29
3700,Charles,Gomez,Male,Gold,40
3701,Angela,Brown,Female,Silver,43
3702,Scott,Anderson,Male,Gold,63
3703,Ronald,Baker,Male,Gold,30
3704,Jennifer,Davis,Female,Gold,49
3705,John,Rivera,Male,Bronze,29
3706,Jeffrey,Smith,Male,Gold,48
3707,Andrew,Moore,Male,Gold,49
3708,Rebecca,Johnson,Female,Platinum,21
3709,Angela,Smith,Female,Silver,51
3710,Anna,Perez,Female,Silver,53
3711,Daniel,Taylor,Male,Bronze,25
3712,Michael,Evans,Male,Platinum,52
3713,Nicole,White,Female,Gold,47
3714,Jonathan,Williams,Male,Gold,78
3715,Jonathan,Hill,Male,Silver,56
3716,Timothy,Martinez,Male,Bronze,27
3717,Angela,Smith,Female,Gold,18
3718,Ashley,Roberts,Female,Silver,76
3719,Kenneth,Lee,Male,Gold,31
3720,Charles,Harris,Male,Silver,41
3721,Rebecca,Hall,Female,Gold,28
3722,Christopher,Lopez,Male,Gold,48
3723,Jason,Evans,Male,Gold,24
3724,Richard,Nguyen,Male,Silver,26
3725,Ashley,Hill,Female,Gold,22
3726,Rebecca,Davis,Female,Bronze,18
3727,Jonathan,Edwards,Male,Silver,51
3728,Michael,Martinez,Male,Silver,50
3729,David,Perez,Male,Platinum,41
3730,Lisa,Harris,Female,Gold,43
3731,Jacob,Flores,Male,Gold,21
3732,Robert,Baker,Male,Silver,18
3733,Jason,Nguyen,Male,Platinum,26
3734,Justin,Roberts,Male,Bronze,41
3735,Ashley,Torres,Female,Platinum,28
3736,Charles,Perez,Male,Platinum,26
3737,James,Jackson,Male,Bronze,34
3738,Ronald,Moore,Male,Silver,54
3739,Rebecca,Brown,Female,Silver,57
3740,Michelle,Turner,Female,Silver,35
3741,Kevin,Nguyen,Male,Silver,39
3742,Gary,Hill,Male,Silver,36
3743,Emily,Nelson,Female,Platinum,77
3744,Timothy,Miller,Male,Bronze,36
3745,Stephen,Perez,Male,Bronze,38
3746,John,King,Male,Platinum,23
3747,Anthony,Walker,Male,Gold,54
3748,George,Torres,Male,Gold,79
3749,William,Edwards,Male,Silver,42
3750,Jason,White,Male,Gold,18
3751,Jessica,Edwards,Female,Silver,25
3752,Justin,Collins,Male,Platinum,47
3753,Jeffrey,Robinson,Male,Gold,21
3754,Matthew,Hernandez,Male,Bronze,35
3755,Angela,Martin,Female,Silver,85
3756,Matthew,Young,Male,Silver,33
3757,Scott,Sanchez,Male,Silver,22
3758,Jason,Hill,Male,Silver,32
3759,William,Rodriguez,Male,Bronze,26
3760,Anthony,Green,Male,Platinum,40
3761,Michael,Wilson,Male,Gold,48
3762,Nicole,Mitchell,Female,None,22
3763,Cynthia,Martinez,Female,Gold,31
3764,Benjamin,Smith,Male,Bronze,19
3765,Anna,Davis,Female,Silver,44
3766,Anna,Jackson,Female,Gold,29
3767,Ryan,Allen,Male,Gold,43
3768,Andrew,Thompson,Male,Bronze,32
3769,Ashley,White,Female,Silver,71
3770,Nicole,Thomas,Female,Bronze,29
3771,Susan,Clark,Female,Bronze,18
3772,Andrew,Rodriguez,Male,Silver,30
3773,Angela,Johnson,Female,None,42
3774,Emma,Lee,Female,Bronze,34
3775,Betty,Nelson,Female,Bronze,24
3776,Samantha,Martinez,Female,Gold,30
3777,Jason,Scott,Male,Silver,25
3778,Shirley,Gomez,Female,Silver,45
3779,Amy,Nguyen,Female,Gold,20
3780,Rebecca,Clark,Female,Silver,23
3781,Susan,Garcia,Female,Platinum,34
3782,Daniel,Wright,Male,Silver,31
3783,Jessica,Taylor,Female,Gold,43
3784,Donald,Robinson,Male,Gold,33
3785,William,Carter,Male,Bronze,27
3786,Charles,Campbell,Male,Gold,21
3787,Ronald,Hill,Male,Gold,31
3788,James,Lewis,Male,Gold,34
3789,Timothy,White,Male,Gold,31
3790,Sarah,Diaz,Female,Gold,31
3791,Donna,Sanchez,Female,Platinum,27
3792,Lisa,Moore,Female,Bronze,25
3793,Mary,Davis,Female,Platinum,27
3794,Matthew,Jones,Male,Gold,41
3795,Betty,Thomas,Female,Gold,18
3796,Margaret,Wilson,Female,Platinum,35
3797,Carol,Miller,Female,Gold,41
3798,Kevin,Rodriguez,Male,Bronze,25
3799,Dorothy,Wilson,Female,Silver,44
3800,Betty,Collins,Female,Silver,28
3801,Rebecca,Ramirez,Female,Gold,24
3802,John,Nguyen,Male,Platinum,48
3803,Nicholas,Robinson,Male,Gold,47
3804,Shirley,Davis,Female,Gold,22
3805,Nancy,Lee,Female,Silver,34
3806,Kimberly,Ramirez,Female,Gold,37
3807,Justin,Flores,Male,Bronze,79
3808,Cynthia,Jackson,Female,Platinum,44
3809,Laura,Collins,Female,Bronze,21
3810,John,Nelson,Male,Bronze,43
3811,Laura,Campbell,Female,Gold,23
3812,James,Cruz,Male,Platinum,53
3813,Stephen,Adams,Male,Gold,33
3814,Scott,Gonzales,Male,Gold,33
3815,Barbara,Garcia,Female,Silver,23
3816,Kevin,Rivera,Male,Bronze,21
3817,Amy,Williams,Female,Platinum,39
3818,Stephanie,Turner,Female,Gold,53
3819,Michael,Taylor,Male,Bronze,71
3820,William,Johnson,Male,Gold,31
3821,Mary,Hall,Female,Bronze,48
3822,Amy,Robinson,Female,Bronze,22
3823,Elizabeth,Gonzales,Female,Gold,47
3824,William,Scott,Male,Silver,34
3825,Edward,Jackson,Male,Bronze,40
3826,Shirley,Thompson,Female,Silver,40
3827,Barbara,Turner,Female,Gold,29
3828,Andrew,Thomas,Male,Platinum,25
3829,Matthew,Davis,Male,Bronze,49
3830,Steven,Campbell,Male,Platinum,36
3831,Susan,Hernandez,Female,Gold,34
3832,Melissa,Wilson,Female,Bronze,31
3833,Carol,Jones,Female,Silver,63
3834,Steven,Nguyen,Male,Silver,33
3835,Amanda,Wilson,Female,Platinum,24
3836,Jeffrey,Brown,Male,Gold,37
3837,Christopher,Torres,Male,Bronze,42
3838,Jennifer,Perez,Female,Silver,40
3839,Michelle,Lewis,Female,Bronze,34
3840,Jason,Allen,Male,Bronze,24
3841,Andrew,Robinson,Male,Bronze,34
3842,Nancy,Cruz,Female,Platinum,26
3843,Nancy,Miller,Female,Silver,47
3844,Nancy,Harris,Female,Bronze,81
3845,Susan,Johnson,Female,Bronze,83
3846,Joseph,Johnson,Male,Gold,37
3847,Ronald,Rodriguez,Male,Platinum,24
3848,Rebecca,Hill,Female,Gold,19
3849,Pamela,Smith,Female,Silver,43
3850,Barbara,Diaz,Female,Gold,33
3851,Anthony,Taylor,Male,Bronze,35
3852,Matthew,Thompson,Male,Gold,44
3853,Brenda,Wilson,Female,Gold,32
3854,Linda,Lee,Female,Bronze,49
3855,Joseph,Taylor,Male,Bronze,36
3856,Robert,Anderson,Male,Gold,29
3857,Stephanie,Davis,Female,Gold,52
3858,Donna,Thomas,Female,Gold,35
3859,Stephanie,Ramirez,Female,Silver,28
3860,Mark,Hernandez,Male,Silver,28
3861,Emily,Parker,Female,Bronze,30
3862,Jessica,Brown,Female,Gold,43
3863,Lisa,Miller,Female,Platinum,18
3864,Nicole,Adams,Female,Bronze,33
3865,Stephanie,Phillips,Female,Gold,54
3866,Dorothy,Turner,Female,Gold,27
3867,Carol,Harris,Female,Bronze,22
3868,Daniel,Hill,Male,Silver,32
3869,James,Mitchell,Male,Bronze,37
3870,Sharon,Johnson,Female,Silver,25
3871,Jacob,Evans,Male,Bronze,48
3872,Ronald,Ramirez,Male,Platinum,45
3873,Anna,Edwards,Female,Gold,46
3874,Sharon,Johnson,Female,Gold,40
3875,Patricia,Johnson,Female,Silver,25
3876,Sharon,Davis,Female,Silver,29
3877,Brian,Mitchell,Male,Bronze,30
3878,Emma,Smith,Female,Gold,29
3879,David,Miller,Male,Platinum,34
3880,Nicole,Rodriguez,Female,Silver,24
3881,Joshua,Moore,Male,Gold,76
3882,Rebecca,Hill,Female,Gold,38
3883,Scott,Baker,Male,Platinum,31
3884,Patricia,Martin,Female,Silver,52
3885,Barbara,Thomas,Female,Silver,83
3886,Nicole,Sanchez,Female,Bronze,54
3887,Gary,Reyes,Male,Gold,28
3888,Eric,Brown,Male,Bronze,42
3889,Donna,Turner,Female,Gold,31
3890,Eric,Davis,Male,Bronze,48
3891,George,Diaz,Male,Gold,35
3892,Ryan,Taylor,Male,Silver,34
3893,Larry,Perez,Male,Platinum,29
3894,Brenda,Thompson,Female,None,27
3895,Stephanie,Lewis,Female,Silver,18
3896,Karen,Brown,Female,Gold,39
3897,Jacob,Scott,Male,Silver,23
3898,Stephen,Campbell,Male,Gold,35
3899,Barbara,Anderson,Female,Platinum,52
3900,Nicholas,Rivera,Male,Silver,29
3901,Anna,Jackson,Female,Gold,28
3902,William,Taylor,Male,Bronze,36
3903,Ryan,Hernandez,Male,Silver,44
3904,Ashley,Hernandez,Female,Bronze,33
3905,Jacob,Adams,Male,Gold,39
3906,John,Gonzales,Male,Gold,34
3907,Kenneth,Reyes,Male,Platinum,75
3908,Donald,Campbell,Male,Bronze,38
3909,Matthew,Turner,Male,Silver,43
3910,Richard,Allen,Male,Bronze,27
3911,Emily,Adams,Female,Gold,31
3912,Edward,Nelson,Male,Bronze,27
3913,William,Thomas,Male,Gold,30
3914,Patricia,Martin,Female,Gold,34
3915,Patricia,Smith,Female,Gold,18
3916,Dorothy,Baker,Female,Gold,30
3917,Steven,Allen,Male,Bronze,35
3918,Karen,Allen,Female,Bronze,22
3919,Eric,Sanchez,Male,Gold,64
3920,Dorothy,Adams,Female,Bronze,26
3921,Kathleen,Thompson,Female,Platinum,44
3922,Carol,Rodriguez,Female,Bronze,27
3923,Cynthia,Jackson,Female,Gold,28
3924,Nancy,Collins,Female,Silver,30
3925,Shirley,Edwards,Female,Silver,40
3926,Robert,King,Male,Bronze,32
3927,Stephanie,Mitchell,Female,Bronze,48
3928,Elizabeth,Garcia,Female,Silver,34
3929,Brian,Lewis,Male,Silver,30
3930,Jessica,Allen,Female,Gold,19
3931,Stephen,Evans,Male,Silver,30
3932,David,King,Male,Gold,24
3933,Sharon,Smith,Female,Bronze,36
3934,Michael,Sanchez,Male,Silver,22
3935,Mary,Baker,Female,Gold,35
3936,Larry,Lewis,Male,Bronze,28
3937,Margaret,Rodriguez,Female,Silver,18
3938,Kenneth,Martin,Male,Bronze,67
3939,William,Miller,Male,Gold,36
3940,Brenda,White,Female,Bronze,47
3941,Timothy,Lee,Male,Gold,21
3942,Jeffrey,White,Male,Bronze,35
3943,Sandra,Lewis,Female,Silver,19
3944,Pamela,Lewis,Female,Bronze,84
3945,Margaret,Hall,Female,Gold,38
3946,Benjamin,Clark,Male,Gold,22
3947,Benjamin,Reyes,Male,Gold,39
3948,Donald,Allen,Male,Silver,58
3949,Michael,Williams,Male,Platinum,36
3950,Laura,Diaz,Female,Silver,49
3951,Margaret,Ramirez,Female,Bronze,28
3952,William,Wilson,Male,Silver,19
